,text,intent
6522,It appears my top-up has not gone through.,2
6523,"Even though I added money ey to the card, I couldn't use it",2
6524,How long does it take for a top up to be approved?,2
6525,How do I make my top up complete?,2
6526,What is taking so long with my top up?,2
6527,When will my top up be applied?,2
6528,Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.,2
6529,I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,2
6530,How long does my top up pending last?,2
6531,"I topped up last night but don't have any funds, why not?",2
6532,How long should it take for my top-up to finish? I've been waiting a while.,2
6533,Is there a reason my top-up has not gone through?,2
6534,Problem with my top up going through,2
6535,How do I know if my top-up went through?,2
6536,Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.,2
6537,Can you tell me why my pop-up is still pending?,2
6538,"new customer and filling gas for the first time today, not working,",2
6539,What's taking my top-up so long?,2
6540,What is wrong with my top-up?,2
6541,When will my top up process?,2
6542,Can you explain to me why a top-up would still be pending?,2
6543,How long will it take for my top up to work? It's still pending,2
6544,Isn't my top-up supposed to mean its complete?,2
6545,What is the reason that my top-up is still pending?,2
6546,When will my top up go through?,2
6547,Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,2
6548,My top-up has not posted.,2
6549,I made a top up yesterday but it's still pending.,2
6550,"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",2
6551,I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do?,2
6552,I'm not certain my top-up went through yet.,2
6553,I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,2
6554,Where to check top ups pending?,2
6555,Cancel a transaction,2
6556,Am I able to cancel a transfer I just made,2
6557,"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",2
6558,I made a mistake this morning when I did a transfer. How do I reverse it?,2
6559,Can I cancel a transaction?,2
6560,"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",2
6561,How do I revert a transaction?,2
6562,I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.,2
6563,How do i cancel a charge?,2
6564,"I didn't want to make a transaction, I want to revert it",2
6565,Is there a way to undo a transaction?,2
6566,"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",2
6567,I would like help to revert a transaction I did this morning,2
6568,Please help revert my transaction from this morning.,2
6569,Is there any way to cancel my transfer,2
6570,I messed up a transfer and need to reverse it.,2
6571,"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through.",2
6572,I made a mistake and performed a transaction on the wrong account!,2
6573,I want to revert a transaction I did this morning,2
6574,I need to change a transfer.,2
6575,How do I cancel a transaction?,2
6576,I need to cancel a transaction please!,2
6577,I want to revert a transaction I did,2
6578,"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.",2
6579,I need a transfer cancelled.,2
6580,I did a transaction this morning and now I want to cancel it.,2
6581,A transfer has to be cancelled.,2
6582,Is it possible to cancel a transaction?,2
6583,I messed up and made a transaction using the wrong account.,2
6584,One of my transactions needs to be canceled.,2
6585,I need to stop a transaction that I made.,2
6586,I need to cancel a transfer I made.,2
6587,"My transfer was wrong, are you able to stop it before it goes through please?",2
6588,I used the wrong account.,2
6589,I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,2
6590,What are the steps I need to take to cancel a transaction?,2
6591,I would like to cancel a transfer...is this possible?,2
6592,I want to cancel the transaction I made earlier,2
6593,I submitted a transaction but it was for the incorrect account.,2
6594,"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",2
6595,Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,2
6596,"I don't think the transaction has gone through, so can I cancel a transfer?",2
6597,I wanna revert a transaction i did this morning.,2
6598,I did a transaction to a wrong account!,2
6599,Please help me cancel a transaction.,2
6600,I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,2
6601,How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,2
6602,Please cancel my last transaction.,2
6603,How to cancel a transaction,2
6604,I need to cancel a transfer,2
6605,Help me cancel a transfer.,2
6606,"who do I talk to, to cancel a transfer?",2
6607,Help! I need to cancel a transaction.,2
6608,I made a mistake and need to cancel a transfer.,2
6609,If I make a mistake can I cancel the transaction?,2
6610,I need to cancel a transaction.,2
6611,I don't need to transfer anymore and I want to cancel it.,2
6612,How do I cancel a transfer?,2
6613,"I made a mistake on the last transfer I made, who must I speak with to cancel?",2
6614,Who do I call to cancel a transfer?,2
6615,It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,2
6616,I made a transaction to the wrong account!,2
6617,Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,2
6618,Is there a way to revert a transaction?,2
6619,I have a transaction and would like to know if I it's cancelable?,2
6620,I accidentally made a payment to a wrong account. What should I do?,2
6621,How can I cancel my transfer?,2
6622,I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,2
6623,Am I able to stop a transfer?,2
6624,"I made a transaction, but I made it to an account I didn't mean to make it to.",2
6625,stop the transaction,2
6626,I need to reverse a transaction,2
6627,I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,2
6628,"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",2
6629,Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,2
